epoch,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10,lr
1,5.364502629466441,0.011740102173610665,0.05130946680732157,0.09509179441408179,4.943269207052989,0.039824486289122336,0.14691495446309652,0.23870148397471808,0.00019995065603657316
2,4.493894249817421,0.07573754790870622,0.2534347062823416,0.385740740751398,4.1369951881774485,0.15076769418912392,0.389941495575317,0.5361829342907423,0.00019980267284282717
3,3.7279834089608026,0.18717153579339213,0.4821036877303288,0.6316814336283454,3.739765902088113,0.22596603876923863,0.5116495432919019,0.6498644409114367,0.00019955619646030802
4,3.2178232839737815,0.29431393680901363,0.6218989464058273,0.7501971584626999,3.210708490789753,0.33244577621760435,0.6346047373667155,0.7420162672865881,0.00019921147013144782
5,2.854873738891777,0.3816355364076022,0.7055822957521197,0.8103691731376209,3.1017180828198994,0.37170376720493786,0.6550142699725008,0.7549215187765148,0.0001987688340595138
6,2.590032757835827,0.4471300287493344,0.759823595244309,0.8501963601715263,2.893208523319192,0.40690781972179674,0.6943792806912775,0.7840753426290539,0.0001982287250728689
7,2.3751685345309905,0.5007902298850575,0.7986885377730446,0.8760253033418764,2.8388012696618903,0.42659960054371454,0.7064726026090857,0.7817651262022045,0.00019759167619387476
8,2.1911652378652287,0.5503025223468913,0.8314727011768297,0.8954861112024592,2.746913922976141,0.46260274028124876,0.7155693491844282,0.7919006853887479,0.00019685831611286313
9,2.0466254697448907,0.585915948330671,0.8548631066563486,0.9110867656510452,2.687499712591302,0.48048801373129024,0.7340082762992546,0.8072988015331634,0.00019602936856769434
10,1.9231211623926272,0.6224896232287089,0.8713378033418765,0.9232634897889762,2.7560837007548713,0.46630422383138576,0.7190881853234278,0.7895647834425104,0.0001951056516295154
11,1.8128371805980288,0.6490948275588024,0.8874932152101364,0.9326772030742689,2.5564713608728695,0.5124871575669067,0.7590011415416247,0.8176926374435425,0.0001940880768954226
12,1.7196658161864884,0.6740692848446725,0.8994875479018551,0.9397968551208233,2.5028524039542837,0.5187257422159796,0.7523844176775789,0.8168678659282319,0.0001929776485888252
13,1.629904540927931,0.69899465201915,0.9107974138753168,0.948589559396108,2.55809183316688,0.512512842269793,0.7545376713961771,0.816912100739675,0.00019177546256839815
14,1.5527718146642049,0.7196974776257044,0.9211422414615237,0.9540672892811655,2.6549832788232255,0.4892508567196049,0.7457177516532271,0.8079223747122778,0.000190482705246602
15,1.4793346955858429,0.7404817209846672,0.929526660360139,0.9594372605455332,2.538945870856716,0.5145833337143676,0.7590767700378209,0.8180450919556291,0.00018910065241883685
16,1.4154858545325268,0.7584311144105319,0.9388090677645015,0.9644169062033466,2.5286672245966244,0.5318892696132399,0.7658062217986747,0.8251526829314558,0.00018763066800438642
17,1.360398937367845,0.7747397829746377,0.944930555628634,0.9684833971933386,2.4700572719312692,0.5322231740167697,0.769111016025282,0.8261472607312137,0.00018607420270039444
18,1.3050291905457947,0.7889695083957979,0.9505830938788666,0.9724704661588559,2.507214262060923,0.528767123614272,0.7646289957712774,0.8248630141558713,0.0001844327925502016
19,1.2536680716207658,0.8049309546920075,0.9565533206380646,0.9761673850574712,2.54615708246623,0.5309075345731762,0.7641695207112456,0.8230122719725518,0.00018270805742745628
20,1.2142626795275457,0.8140469349663834,0.9597445722283988,0.9777582216536862,2.495785262486706,0.5408604455320802,0.772699771678611,0.8280736305942274,0.00018090169943749484
21,1.167789533631555,0.8284506705985673,0.9663234355805934,0.9817225415131141,2.521897688303908,0.5430265411938706,0.7646289957712774,0.8227982308766614,0.00017901550123756912
22,1.1276466634081699,0.8408836207170596,0.9697074553062176,0.9838030811013847,2.5538213416321636,0.5375742014140299,0.7676384138734373,0.8253981168955973,0.00017705132427757903
23,1.09392036912085,0.8507407407651002,0.9735404694217374,0.9866151820654157,2.5667448403084117,0.5301897836058107,0.7629166670041542,0.8190839045668301,0.00017501110696304607
24,1.054718288470959,0.862065772763614,0.9772477650094307,0.9881313856990858,2.5839206453872055,0.5414711759515005,0.7635459475321312,0.8187813930315514,0.00017289686274214126
25,1.027181410241401,0.8715864463784229,0.9803907247795456,0.9899812420209249,2.509457500013587,0.5493464616880025,0.7710502286479898,0.8272174662106657,0.00017071067811865484
26,0.996922860474422,0.8806401661072655,0.9817349137931034,0.9911458333333333,2.605054012716633,0.5399286534688245,0.7652268834310035,0.8207833905742593,0.00016845471059286895
27,0.9698925034753207,0.8891614783769366,0.9842955779755252,0.9925826149425288,2.6446988060049814,0.5328339044361898,0.7650256850948073,0.8197260278545014,0.00016613118653236526
28,0.9459006493118988,0.8956054438119647,0.986479086848511,0.994047733147939,2.6278013333882373,0.5385687783972858,0.7606378426290539,0.8182591330515195,0.00016374239897486904
29,0.9234227109229428,0.9031693007754183,0.9882902298850574,0.9944145114942529,2.5467075550392884,0.5502154680147563,0.77166095906741,0.8277211760821408,0.00016129070536529774
30,0.8997344422614437,0.9121747286840417,0.989996408045977,0.9953663793103448,2.619871061142177,0.5425984590020898,0.7662471467501497,0.8186558223750493,0.00015877852522924743
31,0.8776835627939509,0.917986111120246,0.9918027618835712,0.9962823275862069,2.68643156143084,0.53344463485561,0.7557905251032686,0.8129081056542593,0.00015620833778521318
32,0.859817269341699,0.923785121413483,0.9924389367816092,0.9967133620689655,2.6087413977270257,0.5439511986627971,0.7688470319525836,0.8205821922380631,0.00015358267949789977
33,0.8406619299417255,0.929544620130254,0.9939295977011494,0.9973599137931034,2.5932889441921287,0.5483204910199936,0.7686015988049442,0.8213755708851226,0.00015090414157503725
34,0.82531061528743,0.9345553959923228,0.9945043103448276,0.9979885057471264,2.6207506428026175,0.5489312214394139,0.7683747149493596,0.8199400689503918,0.00014817536741017163
35,0.808063835385202,0.9396966794441486,0.9952586206896552,0.9982040229885057,2.572120245188883,0.5663127858344823,0.7746261415416247,0.8243721462275884,0.0001453990499739548
36,0.7919854006548037,0.946136653971398,0.9961566091954023,0.9984375,2.593764118952294,0.5637442926837973,0.7671347031854603,0.8232263130684422,0.0001425779291565074
37,0.7832088401947899,0.9474656769599038,0.9966594827586207,0.9988146551724137,2.5969402659429264,0.5575114153835872,0.7736943494783689,0.8238998292243644,0.00013971478906347817
38,0.7685883716605175,0.9521428001338038,0.9972908684577065,0.999066091954023,2.570687617341133,0.5675527967818795,0.7779880141558713,0.8252910963476521,0.00013681245526846793
39,0.7557674639526455,0.9556553321323176,0.9975215517241379,0.9991738505747126,2.6335971355438232,0.555276826636432,0.7688156399008346,0.8206264270495062,0.00013387379202452928
40,0.7465209858170871,0.9588086685915103,0.9979525862068965,0.9992816091954023,2.6527684388095385,0.5525884701781076,0.7681421237449123,0.8193735733424148,0.00013090169943749487
41,0.7355007008574475,0.9623052362737985,0.9986350574712644,0.9995869252873564,2.554542404331573,0.56871147270072,0.7736001716901179,0.8238370434878624,0.00012789911060392308
42,0.723922720311702,0.9651380907530072,0.9988146551724137,0.9996767241379311,2.62605921209675,0.5514055368018477,0.7672731166016565,0.8191909251147753,0.0001248689887164856
