epoch,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10,lr
1,4.929752729130888,0.04754070882824646,0.16823076311199145,0.26173810664264635,4.316051215341647,0.12673230591702134,0.35597174665699266,0.49166809369439946,0.00019995065603657316
2,3.924553944050581,0.1663409961708661,0.43675327273620956,0.5832219828134295,3.789498263842439,0.2217922373993756,0.5034531967280662,0.6307077628292449,0.00019980267284282717
3,3.436790121560809,0.2598160121632718,0.5748112229095108,0.7105391923038439,3.431470812183537,0.2962285957924307,0.5880879000441669,0.700844749195935,0.00019955619646030802
4,3.0567771829407793,0.34788992658428763,0.66834371007722,0.7820358396946698,3.265158470362833,0.3336986303329468,0.6175941784087926,0.7168721466848295,0.00019921147013144782
5,2.7688728376366627,0.4179134738856348,0.731382902326255,0.8269025383324459,3.15788801075661,0.3650371007723351,0.6325713469557566,0.7326170091759668,0.0001987688340595138
6,2.540960046066635,0.47231162197288423,0.7755882822234055,0.8584227331753435,2.8431262447409433,0.4332348745163173,0.70040382424446,0.7809717467386429,0.0001982287250728689
7,2.368931172359949,0.5150454980888586,0.8046539751962684,0.87960967442085,2.8527434590744645,0.4277454337028608,0.6995605026205926,0.7765839042728895,0.00019759167619387476
8,2.2133041507896336,0.5521060824394226,0.8323056353919808,0.8971811143831275,2.754505405687306,0.45246718027820326,0.7171118724836062,0.7932163248323414,0.00019685831611286313
9,2.079512256589429,0.5878416347777706,0.854090836541406,0.9106840677645015,2.7225445394646632,0.4567608449557056,0.7224186642529213,0.7984917237334055,0.00019602936856769434
10,1.977237253079469,0.6152658045977012,0.8663062739646298,0.9200363186584122,2.6871143824433625,0.4716495438797833,0.7221732311052819,0.7939654686679579,0.0001951056516295154
11,1.8817470465583364,0.6405184386790483,0.8807507184730179,0.9293442689139267,2.657572654828633,0.48261558274700217,0.7303695776691176,0.7969620440104236,0.0001940880768954226
12,1.8011510109079296,0.6586031290306442,0.893214798932788,0.93615102178749,2.624156785337892,0.48682077616861424,0.7297274543814463,0.8012300231685378,0.0001929776485888252
13,1.7311322417752497,0.6804948915010212,0.9016000159855546,0.9427478449097995,2.535137016479283,0.5130850460431348,0.7548273401717617,0.8124486305942274,0.00019177546256839815
14,1.6686381770276475,0.6945877235511254,0.9103635856474953,0.9477143199964502,2.4881579386044854,0.5251027402812487,0.7608076489135011,0.8217722602086525,0.000190482705246602
15,1.6028472157730453,0.71060424659444,0.9196412037158834,0.9541032088213953,2.549509198698279,0.510088470700669,0.7553938357797387,0.8184546232223511,0.00018910065241883685
16,1.5512986550385925,0.7285640167093825,0.924472381876803,0.956750878109329,2.5377701308629286,0.5129023978154953,0.7522588470210768,0.8162257426405606,0.00018763066800438642
17,1.5055437077050922,0.7412899106398396,0.9312100894149693,0.9606481482242716,2.563014131702789,0.5132234594593309,0.7502440067186747,0.814834475517273,0.00018607420270039444
18,1.4563571000921316,0.7541518997872013,0.9372238186584122,0.9645785441343812,2.52548847459767,0.5154394980979292,0.7578110735710353,0.8198772832138898,0.0001844327925502016
19,1.4143272076530018,0.7657331577662764,0.9413054758104785,0.9678755587544935,2.531183559600621,0.5260787671559477,0.7588627289419305,0.820047089498337,0.00018270805742745628
20,1.3737196555082825,0.7786103129386902,0.9471168582466827,0.9702689975157551,2.4865820277227115,0.5336144411400573,0.7615068497723096,0.824189497999949,0.00018090169943749484
21,1.334418822979105,0.7887851213586742,0.9519300766374873,0.973691730526672,2.474483267901695,0.540186929376158,0.7647674091874737,0.8223387558166295,0.00017901550123756912
22,1.3002653505610324,0.7996280333091472,0.9552270913946217,0.9757267720397862,2.638660832627179,0.5087100455205734,0.7466809365847339,0.8091752284193692,0.00017705132427757903
23,1.2690725471781588,0.8082998085296017,0.9589958493736969,0.9784359035820797,2.520991857737711,0.5296546808660847,0.7510816209936795,0.815841895260223,0.00017501110696304607
24,1.2403335987836466,0.8158939975431596,0.9623882503345095,0.9807271712127773,2.50903097570759,0.5361829342907423,0.7600585050778846,0.8169434936079261,0.00017289686274214126
25,1.2103040995268985,0.8252330780029297,0.9656230045461106,0.9825610632183908,2.41741651051665,0.5565610732117744,0.7705907535879579,0.8276269982938897,0.00017071067811865484
26,1.1821283504880709,0.8325522829746378,0.9692121648240364,0.9846292305266721,2.5399260586255217,0.5422831055236189,0.7652711190589486,0.8228738585563555,0.00016845471059286895
27,1.1611197041369032,0.8406341795263619,0.9710157247795456,0.9853448275862069,2.41876571472377,0.5647131849641669,0.7759232308766614,0.8323672944552278,0.00016613118653236526
28,1.1347914179166159,0.8471875000274044,0.9747182311682866,0.987685185191275,2.5369650337794054,0.5413641554035552,0.7693507426405606,0.8213755708851226,0.00016374239897486904
29,1.1125953537294235,0.8538326149699331,0.9767165549870195,0.9885775862068965,2.504496153086832,0.5465011417049251,0.7664611878460401,0.8224143834963237,0.00016129070536529774
30,1.0869230973309485,0.861913713367506,0.978949153971398,0.989614463674611,2.5156099861615324,0.5455565068819751,0.7693692927491175,0.8260402401832685,0.00015877852522924743
31,1.0684333658766472,0.8682770594783213,0.9805806993067949,0.9912384259289708,2.6388462014394265,0.5200228315510161,0.7574143834310035,0.8127254566101179,0.00015620833778521318
32,1.0505813005326807,0.8727510376908313,0.9815581098370169,0.9924748563218391,2.523911022160151,0.5432591323983179,0.7664169522180949,0.8201983448577254,0.00015358267949789977
33,1.0342984188562152,0.8788601532749746,0.9835440613757604,0.9925929917686287,2.518724794257177,0.5561201482602994,0.7717808223750493,0.82215610758899,0.00015090414157503725
34,1.01319329615297,0.8850466954297033,0.9856425607341459,0.9934550607341459,2.6035997410343117,0.5362271691021854,0.7585730593498439,0.8153824202001911,0.00014817536741017163
35,0.9947533148458634,0.8914395754364716,0.9872333971933387,0.9945402298850575,2.519781658094223,0.5525385272012998,0.7741980593498439,0.8267265982823829,0.0001453990499739548
36,0.9786821211891613,0.8960316890957711,0.9880775063887409,0.9948635057471265,2.5521743852798253,0.5529095318219434,0.7660202628945652,0.820015696630086,0.0001425779291565074
37,0.96321362270706,0.9004346265189949,0.990625,0.9958692528735632,2.5754591275567877,0.5477283107091303,0.7614940070126155,0.8128453199177572,0.00013971478906347817
38,0.9469884795704108,0.9061941252357658,0.9914152298850575,0.9966056034482759,2.56226977910081,0.554773116764957,0.7699800231685378,0.8246175801917298,0.00013681245526846793
39,0.9384259507573884,0.9096168582466827,0.9914435664812724,0.9967237388950655,2.5804827213287354,0.5472374427808474,0.7628852741359031,0.81434360758899,0.00013387379202452928
40,0.9203464906791161,0.9152278896035819,0.9925826149425288,0.9973060344827587,2.5351453186714488,0.5568507419873591,0.7723159251147753,0.8232391558281363,0.00013090169943749487
41,0.9104796738460146,0.9185145275346164,0.9934985632183908,0.9979166666666667,2.599889438446254,0.5534888701896145,0.7641823634709397,0.8181335615785155,0.00012789911060392308
42,0.896693738301595,0.9241131864745041,0.9940912356321839,0.9979346264367817,2.5955786574376774,0.5590539386827652,0.7700684936079261,0.8219549092527938,0.0001248689887164856
43,0.8840558904340897,0.9279517880801497,0.9948662994921893,0.9982682791249505,2.5370305368345076,0.5561829339968015,0.7717808223750493,0.822061929800739,0.00012181432413965439
44,0.8762991576359189,0.9295549968193317,0.9955818965517241,0.9983836206896551,2.5209910412357277,0.5635488016964638,0.7767037675805288,0.8253795667870404,0.0001187381314585726
45,0.8642191662185493,0.9339240102932371,0.9957614942528735,0.9986889367816092,2.5976607178988522,0.5535644978693087,0.7695776256796432,0.8197074777459445,0.00011564344650402321
46,0.8531079466315522,0.9366131864745041,0.9964184228031114,0.9990764687801229,2.4966830978654837,0.5696361301696464,0.7782648401717617,0.8279038243097802,0.00011253332335643057
47,0.8464567473565024,0.9396248403636889,0.996569683908046,0.9990481321839081,2.551271533312863,0.5558618723529659,0.7718122152433003,0.821023116373036,0.00010941083133185154
48,0.8386814923122011,0.9423451468862336,0.9970110952169046,0.9989044540229886,2.6033773781502085,0.5505236877153997,0.7689226604487798,0.8178124999346799,0.00010627905195293146
49,0.8287741815906832,0.9449229725475969,0.9976113505747126,0.9992097701149425,2.6362845669054007,0.5432776825068748,0.7635273974235743,0.8196632421179993,0.00010314107590781295
50,0.8228494045378147,0.9474477171897888,0.9974676724137931,0.9992816091954023,2.5861198118288224,0.5542694068934819,0.7652083333224466,0.8184546232223511,0.00010000000000000011
51,0.8120207383714874,0.9514375799003689,0.9982862388950655,0.9994612068965517,2.5706771465197003,0.5585188359430392,0.7730964618186428,0.8208847037733418,9.685892409218728e-05
52,0.8051847656567891,0.9521248403636888,0.998114224137931,0.9994252873563219,2.577398910914382,0.5583361877153997,0.7672417237334055,0.8177497150146797,9.372094804706876e-05
53,0.7975834649184654,0.9555683270268056,0.998124600964031,0.9995330459770115,2.6178852923928875,0.5533504567734183,0.7651013127745014,0.8151997719725518,9.058916866814866e-05
54,0.7905028329498467,0.9576460728700134,0.9986633940674793,0.9995689655172414,2.6357702980302786,0.5471489731579611,0.7601341327575788,0.81166809389036,8.746667664356967e-05
55,0.7844362693271417,0.9592935823846137,0.9988864942528736,0.9997306034482759,2.5674223246639722,0.5586258564909844,0.7711258563276839,0.8192793955541637,8.4356553495977e-05
56,0.7787918985575095,0.9614024585690991,0.998742816091954,0.9997126436781609,2.577044323699115,0.5617608452496463,0.7673359023381586,0.8192665527944696,8.126186854142763e-05
57,0.7750245776669732,0.9612539910722053,0.9991918103448276,0.9997306034482759,2.54780601148736,0.5671247145900987,0.7708804223635425,0.8166352739072826,7.818567586034586e-05
58,0.767764846209822,0.964650383214841,0.9992636494252873,0.9998742816091954,2.5084143991339696,0.5753339039136286,0.776810788128474,0.8226598174604651,7.51310112835146e-05
59,0.7615486593082034,0.9664719029404651,0.9991918103448276,0.9998024425287356,2.5923923107042706,0.556787957067359,0.7683433220811087,0.8176612445752914,7.210088939607718e-05
60,0.7570919856257823,0.9668801884541567,0.999371408045977,0.9999102011494253,2.553733179014023,0.5614840184172539,0.7735245440104236,0.8212685503371774,6.909830056250538e-05
61,0.7534119271683967,0.968560823763924,0.9993354885057472,0.9998383620689655,2.5666354682347547,0.5616352737766422,0.7684817354973048,0.8170505141558713,6.612620797547095e-05
62,0.745969601609241,0.9710979406861053,0.9995510057471264,0.9998742816091954,2.6096708872546888,0.5517451485542402,0.7651013127745014,0.8144820210051863,6.318754473153232e-05
63,0.7414689024289449,0.9724912196740337,0.9994612068965517,0.9998922413793103,2.5555499155227452,0.5669420663624594,0.7720262563391908,0.8172331623835106,6.028521093652201e-05
64,0.7383421134674686,0.973063138572649,0.9994432471264367,0.999982040229885,2.5206417841454076,0.5689754567734183,0.772164668938885,0.8198144982938897,5.742207084349281e-05
65,0.7341938143489004,0.9739431673082812,0.9997306034482759,0.999982040229885,2.574017106670223,0.5633789954120165,0.7688156399008346,0.8175228311590952,5.46009500260454e-05
66,0.7308795124634929,0.9746076788025341,0.9995330459770115,0.999982040229885,2.5806499050088125,0.5585316778862313,0.765422374418337,0.8151055941843006,5.1824632589828526e-05
67,0.7264185410806503,0.9764140326401283,0.9997665229885058,0.9999281609195402,2.5669113936489576,0.5664825913024275,0.7737071922380631,0.8175984588387895,4.909585842496293e-05
68,0.7241944850176231,0.9760775862068966,0.9997126436781609,0.9999461206896552,2.5487050030329454,0.5719848748755781,0.7704965757997069,0.8189269410420771,4.641732050210038e-05
